image,label
01_TUMOR/18444_CRC-Prim-HE-08_007.tif_Row_151_Col_301.tif,0
01_TUMOR/13E9B_CRC-Prim-HE-06_008.tif_Row_1_Col_451.tif,0
01_TUMOR/9E66_CRC-Prim-HE-06_008.tif_Row_151_Col_151.tif,0
01_TUMOR/167B8_CRC-Prim-HE-02_028.tif_Row_1_Col_301.tif,0
01_TUMOR/559F_CRC-Prim-HE-07_022.tif_Row_151_Col_301.tif,0
01_TUMOR/4FE0_CRC-Prim-HE-06_009.tif_Row_301_Col_1.tif,0
01_TUMOR/6778_CRC-Prim-HE-07_022.tif_Row_751_Col_151.tif,0
01_TUMOR/5552_CRC-Prim-HE-02_003b.tif_Row_1_Col_151.tif,0
01_TUMOR/9D87_CRC-Prim-HE-09_025.tif_Row_151_Col_1.tif,0
01_TUMOR/119D1_CRC-Prim-HE-05_005.tif_Row_151_Col_1.tif,0
01_TUMOR/6CC1_CRC-Prim-HE-09_011.tif_Row_1_Col_451.tif,0
01_TUMOR/5F7E_CRC-Prim-HE-04_015.tif_Row_1_Col_151.tif,0
01_TUMOR/71E5_CRC-Prim-HE-05_024.tif_Row_151_Col_451.tif,0
01_TUMOR/80F9_CRC-Prim-HE-06_023.tif_Row_1_Col_151.tif,0
01_TUMOR/5CBC_CRC-Prim-HE-06_016.tif_Row_151_Col_451.tif,0
01_TUMOR/16D2B_CRC-Prim-HE-04_029.tif_Row_451_Col_301.tif,0
01_TUMOR/4394_CRC-Prim-HE-09_014.tif_Row_151_Col_1.tif,0
01_TUMOR/15424_CRC-Prim-HE-05_024.tif_Row_1_Col_151.tif,0
01_TUMOR/5078_CRC-Prim-HE-03_009.tif_Row_601_Col_151.tif,0
01_TUMOR/8826_CRC-Prim-HE-08_001.tif_Row_151_Col_151.tif,0
01_TUMOR/16D66_CRC-Prim-HE-02_028.tif_Row_601_Col_451.tif,0
01_TUMOR/14702_CRC-Prim-HE-08_016.tif_Row_1_Col_301.tif,0
01_TUMOR/11321_CRC-Prim-HE-05_013.tif_Row_301_Col_1.tif,0
01_TUMOR/8113_CRC-Prim-HE-09_024.tif_Row_751_Col_1.tif,0
01_TUMOR/1625F_CRC-Prim-HE-07_025.tif_Row_601_Col_451.tif,0
01_TUMOR/1243F_CRC-Prim-HE-05_007.tif_Row_1_Col_1.tif,0
01_TUMOR/10A26_CRC-Prim-HE-07_025.tif_Row_1801_Col_301.tif,0
01_TUMOR/5B33_CRC-Prim-HE-07_022.tif_Row_1_Col_151.tif,0
01_TUMOR/16C70_CRC-Prim-HE-02_024.tif_Row_151_Col_1.tif,0
01_TUMOR/1402_CRC-Prim-HE-03_028.tif_Row_151_Col_151.tif,0
01_TUMOR/122EE_CRC-Prim-HE-09_025.tif_Row_1_Col_151.tif,0
01_TUMOR/1757D_CRC-Prim-HE-09_012.tif_Row_1_Col_1.tif,0
01_TUMOR/670C_CRC-Prim-HE-06_018.tif_Row_1_Col_1.tif,0
01_TUMOR/3846_CRC-Prim-HE-02_024.tif_Row_151_Col_451.tif,0
01_TUMOR/1986_CRC-Prim-HE-02_028.tif_Row_151_Col_151.tif,0
01_TUMOR/5847_CRC-Prim-HE-07_023.tif_Row_151_Col_1.tif,0
01_TUMOR/10009_CRC-Prim-HE-03_009.tif_Row_301_Col_151.tif,0
01_TUMOR/112FE_CRC-Prim-HE-02_007.tif_Row_151_Col_151.tif,0
01_TUMOR/A891_CRC-Prim-HE-04_034.tif_Row_1_Col_1201.tif,0
01_TUMOR/13F97_CRC-Prim-HE-02_028.tif_Row_1_Col_151.tif,0
01_TUMOR/17C48_CRC-Prim-HE-04_029.tif_Row_1_Col_151.tif,0
01_TUMOR/6EE3_CRC-Prim-HE-04_034.tif_Row_1_Col_451.tif,0
01_TUMOR/6FA8_CRC-Prim-HE-04_008.tif_Row_1_Col_1.tif,0
01_TUMOR/17ADD_CRC-Prim-HE-02_034.tif_Row_151_Col_301.tif,0
01_TUMOR/18034_CRC-Prim-HE-08_007.tif_Row_1351_Col_1.tif,0
01_TUMOR/2B70_CRC-Prim-HE-08_016.tif_Row_1_Col_1.tif,0
01_TUMOR/705B_CRC-Prim-HE-05_026.tif_Row_301_Col_151.tif,0
01_TUMOR/68F1_CRC-Prim-HE-07.tif_Row_451_Col_901.tif,0
01_TUMOR/164C6_CRC-Prim-HE-05_013.tif_Row_1_Col_1.tif,0
01_TUMOR/103B7_CRC-Prim-HE-02_026.tif_Row_1_Col_451.tif,0
01_TUMOR/10D60_CRC-Prim-HE-02_004.tif_Row_1_Col_151.tif,0
01_TUMOR/A570_CRC-Prim-HE-04_016.tif_Row_1_Col_151.tif,0
01_TUMOR/9C14_CRC-Prim-HE-07_025.tif_Row_151_Col_151.tif,0
01_TUMOR/178E9_CRC-Prim-HE-01_017.tif_Row_1_Col_1.tif,0
01_TUMOR/10982_CRC-Prim-HE-02_009b.tif_Row_1_Col_1.tif,0
01_TUMOR/14A2B_CRC-Prim-HE-02_007b.tif_Row_151_Col_301.tif,0
01_TUMOR/13721_CRC-Prim-HE-08_001.tif_Row_1_Col_451.tif,0
01_TUMOR/171D2_CRC-Prim-HE-08_007.tif_Row_301_Col_151.tif,0
01_TUMOR/1259_CRC-Prim-HE-08_007.tif_Row_601_Col_301.tif,0
01_TUMOR/15D84_CRC-Prim-HE-07_022.tif_Row_601_Col_1.tif,0
01_TUMOR/2B68_CRC-Prim-HE-09_026.tif_Row_301_Col_301.tif,0
01_TUMOR/71C5_CRC-Prim-HE-07.tif_Row_1_Col_751.tif,0
01_TUMOR/11C29_CRC-Prim-HE-07_023.tif_Row_301_Col_1.tif,0
01_TUMOR/16CD7_CRC-Prim-HE-01_041.tif_Row_1_Col_1.tif,0
01_TUMOR/563C_CRC-Prim-HE-05_024.tif_Row_301_Col_451.tif,0
01_TUMOR/3CDD_CRC-Prim-HE-02_025.tif_Row_151_Col_151.tif,0
01_TUMOR/14992_CRC-Prim-HE-08_007.tif_Row_451_Col_301.tif,0
01_TUMOR/11ADE_CRC-Prim-HE-06_025.tif_Row_151_Col_151.tif,0
01_TUMOR/11D58_CRC-Prim-HE-09_011.tif_Row_151_Col_151.tif,0
01_TUMOR/17EA4_CRC-Prim-HE-05_026.tif_Row_1_Col_151.tif,0
01_TUMOR/A139_CRC-Prim-HE-08_007.tif_Row_1201_Col_1.tif,0
01_TUMOR/126F8_CRC-Prim-HE-09_025.tif_Row_601_Col_151.tif,0
01_TUMOR/75A6_CRC-Prim-HE-02_005b.tif_Row_1_Col_151.tif,0
01_TUMOR/129FB_CRC-Prim-HE-07_023.tif_Row_601_Col_301.tif,0
01_TUMOR/7332_CRC-Prim-HE-01_042.tif_Row_1_Col_601.tif,0
01_TUMOR/181F5_CRC-Prim-HE-04_014.tif_Row_1_Col_451.tif,0
01_TUMOR/176B9_CRC-Prim-HE-02_028.tif_Row_1_Col_1.tif,0
01_TUMOR/4B4A_CRC-Prim-HE-07_022.tif_Row_1201_Col_1.tif,0
01_TUMOR/12E46_CRC-Prim-HE-02_004.tif_Row_151_Col_301.tif,0
01_TUMOR/1604D_CRC-Prim-HE-01_020.tif_Row_1_Col_151.tif,0
01_TUMOR/8594_CRC-Prim-HE-07_025.tif_Row_151_Col_301.tif,0
01_TUMOR/108B3_CRC-Prim-HE-05_013.tif_Row_1_Col_151.tif,0
01_TUMOR/2A50_CRC-Prim-HE-01_039.tif_Row_1_Col_1201.tif,0
01_TUMOR/26D5_CRC-Prim-HE-02_003.tif_Row_301_Col_1.tif,0
01_TUMOR/13CCC_CRC-Prim-HE-01_027.tif_Row_151_Col_1.tif,0
01_TUMOR/6F0D_CRC-Prim-HE-01_015.tif_Row_301_Col_1.tif,0
01_TUMOR/12F03_CRC-Prim-HE-10_027.tif_Row_1_Col_1.tif,0
01_TUMOR/A2B9_CRC-Prim-HE-10_021.tif_Row_601_Col_1.tif,0
01_TUMOR/17AF5_CRC-Prim-HE-08_007.tif_Row_151_Col_151.tif,0
01_TUMOR/17427_CRC-Prim-HE-09_026.tif_Row_1_Col_151.tif,0
01_TUMOR/576D_CRC-Prim-HE-02_024.tif_Row_1_Col_1.tif,0
01_TUMOR/30EC_CRC-Prim-HE-02_004b.tif_Row_1_Col_601.tif,0
01_TUMOR/5C70_CRC-Prim-HE-01_020.tif_Row_1_Col_451.tif,0
01_TUMOR/7C24_CRC-Prim-HE-01_011.tif_Row_1_Col_151.tif,0
01_TUMOR/14395_CRC-Prim-HE-02_009.tif_Row_1_Col_151.tif,0
01_TUMOR/16E99_CRC-Prim-HE-09_010.tif_Row_1_Col_601.tif,0
01_TUMOR/9B46_CRC-Prim-HE-01_041.tif_Row_1_Col_301.tif,0
01_TUMOR/8362_CRC-Prim-HE-07.tif_Row_151_Col_451.tif,0
01_TUMOR/920_CRC-Prim-HE-03_005.tif_Row_151_Col_1.tif,0
01_TUMOR/12C0F_CRC-Prim-HE-06_016.tif_Row_1_Col_451.tif,0
01_TUMOR/317A_CRC-Prim-HE-06_009.tif_Row_151_Col_1.tif,0
01_TUMOR/10286_CRC-Prim-HE-01_002.tif_Row_301_Col_1.tif,0
01_TUMOR/A55E_CRC-Prim-HE-04_014.tif_Row_1_Col_901.tif,0
01_TUMOR/32BF_CRC-Prim-HE-04_025.tif_Row_1_Col_1.tif,0
01_TUMOR/12685_CRC-Prim-HE-07_022.tif_Row_1201_Col_151.tif,0
01_TUMOR/16B08_CRC-Prim-HE-07_025.tif_Row_1951_Col_451.tif,0
01_TUMOR/2097_CRC-Prim-HE-02_003b.tif_Row_1_Col_751.tif,0
01_TUMOR/11DD4_CRC-Prim-HE-09_026.tif_Row_1_Col_1.tif,0
01_TUMOR/1669F_CRC-Prim-HE-04_033.tif_Row_151_Col_1.tif,0
01_TUMOR/18656_CRC-Prim-HE-01_002.tif_Row_151_Col_1.tif,0
01_TUMOR/12A0_CRC-Prim-HE-07_025.tif_Row_451_Col_1.tif,0
01_TUMOR/7773_CRC-Prim-HE-07_006.tif_Row_451_Col_1.tif,0
01_TUMOR/38DD_CRC-Prim-HE-04_034.tif_Row_1_Col_301.tif,0
01_TUMOR/17420_CRC-Prim-HE-06_025.tif_Row_151_Col_1.tif,0
01_TUMOR/128DE_CRC-Prim-HE-09_025.tif_Row_301_Col_151.tif,0
01_TUMOR/12476_CRC-Prim-HE-02_028.tif_Row_301_Col_301.tif,0
01_TUMOR/88B6_CRC-Prim-HE-03_021.tif_Row_1_Col_1.tif,0
01_TUMOR/5C9B_CRC-Prim-HE-04_014.tif_Row_1_Col_601.tif,0
01_TUMOR/A1AB_CRC-Prim-HE-01_039.tif_Row_1_Col_601.tif,0
01_TUMOR/105C1_CRC-Prim-HE-07_022.tif_Row_151_Col_1.tif,0
01_TUMOR/11F99_CRC-Prim-HE-07_025.tif_Row_301_Col_1.tif,0
01_TUMOR/173CB_CRC-Prim-HE-04_033.tif_Row_751_Col_151.tif,0
01_TUMOR/126A_CRC-Prim-HE-04_033.tif_Row_451_Col_151.tif,0
01_TUMOR/1FEF_CRC-Prim-HE-09_024.tif_Row_151_Col_1.tif,0
01_TUMOR/14DF4_CRC-Prim-HE-09_024.tif_Row_1_Col_151.tif,0
01_TUMOR/9937_CRC-Prim-HE-01_044.tif_Row_1_Col_1.tif,0
01_TUMOR/103F_CRC-Prim-HE-10_013.tif_Row_151_Col_1.tif,0
01_TUMOR/149A3_CRC-Prim-HE-01_042.tif_Row_1_Col_151.tif,0
01_TUMOR/12933_CRC-Prim-HE-04_025.tif_Row_451_Col_151.tif,0
01_TUMOR/15C75_CRC-Prim-HE-04_029.tif_Row_151_Col_451.tif,0
01_TUMOR/1305D_CRC-Prim-HE-04_016.tif_Row_1_Col_1.tif,0
01_TUMOR/89F4_CRC-Prim-HE-09_022.tif_Row_1_Col_1.tif,0
01_TUMOR/176CD_CRC-Prim-HE-01_039.tif_Row_1_Col_1.tif,0
01_TUMOR/12767_CRC-Prim-HE-08_010.tif_Row_451_Col_151.tif,0
01_TUMOR/80D2_CRC-Prim-HE-08_003.tif_Row_301_Col_151.tif,0
01_TUMOR/7C8E_CRC-Prim-HE-07_025.tif_Row_1351_Col_301.tif,0
01_TUMOR/13286_CRC-Prim-HE-09_011.tif_Row_151_Col_301.tif,0
01_TUMOR/5DBE_CRC-Prim-HE-01_044.tif_Row_301_Col_151.tif,0
01_TUMOR/9B4B_CRC-Prim-HE-02_003.tif_Row_301_Col_301.tif,0
01_TUMOR/A409_CRC-Prim-HE-08_007.tif_Row_1351_Col_151.tif,0
01_TUMOR/16142_CRC-Prim-HE-07_025.tif_Row_1_Col_151.tif,0
01_TUMOR/5DE1_CRC-Prim-HE-02_034.tif_Row_151_Col_1.tif,0
01_TUMOR/1365_CRC-Prim-HE-08_001.tif_Row_1_Col_1.tif,0
01_TUMOR/6518_CRC-Prim-HE-05_024.tif_Row_1_Col_451.tif,0
01_TUMOR/42FF_CRC-Prim-HE-04_029.tif_Row_451_Col_451.tif,0
01_TUMOR/17989_CRC-Prim-HE-07_022.tif_Row_301_Col_301.tif,0
01_TUMOR/1513_CRC-Prim-HE-04_015.tif_Row_1_Col_1.tif,0
01_TUMOR/127A5_CRC-Prim-HE-02_024.tif_Row_151_Col_301.tif,0
01_TUMOR/7AC8_CRC-Prim-HE-09_010.tif_Row_151_Col_751.tif,0
01_TUMOR/2585_CRC-Prim-HE-07.tif_Row_601_Col_901.tif,0
01_TUMOR/50E5_CRC-Prim-HE-09_010.tif_Row_301_Col_751.tif,0
01_TUMOR/77AC_CRC-Prim-HE-06_025.tif_Row_301_Col_151.tif,0
01_TUMOR/3F85_CRC-Prim-HE-02_013.tif_Row_1_Col_1.tif,0
01_TUMOR/2B67_CRC-Prim-HE-04_033.tif_Row_751_Col_1.tif,0
01_TUMOR/15B8C_CRC-Prim-HE-04_032.tif_Row_601_Col_1.tif,0
01_TUMOR/4E0F_CRC-Prim-HE-07_023.tif_Row_301_Col_301.tif,0
01_TUMOR/36C6_CRC-Prim-HE-05_024.tif_Row_1_Col_301.tif,0
01_TUMOR/1FB1_CRC-Prim-HE-10_021.tif_Row_1_Col_1.tif,0
01_TUMOR/98F7_CRC-Prim-HE-02_004.tif_Row_151_Col_1.tif,0
01_TUMOR/32E3_CRC-Prim-HE-04_033.tif_Row_601_Col_151.tif,0
01_TUMOR/7372_CRC-Prim-HE-06_016.tif_Row_1_Col_601.tif,0
01_TUMOR/147D8_CRC-Prim-HE-05_024.tif_Row_151_Col_301.tif,0
01_TUMOR/5ADB_CRC-Prim-HE-04_029.tif_Row_451_Col_1.tif,0
01_TUMOR/41E6_CRC-Prim-HE-09_011.tif_Row_1_Col_601.tif,0
01_TUMOR/154B8_CRC-Prim-HE-04_029.tif_Row_151_Col_151.tif,0
01_TUMOR/9EA6_CRC-Prim-HE-01_040.tif_Row_451_Col_1.tif,0
01_TUMOR/17C99_CRC-Prim-HE-03_034.tif_Row_301_Col_151.tif,0
01_TUMOR/16491_CRC-Prim-HE-04_029.tif_Row_301_Col_601.tif,0
01_TUMOR/3E46_CRC-Prim-HE-10_021.tif_Row_151_Col_151.tif,0
01_TUMOR/9943_CRC-Prim-HE-09_024.tif_Row_301_Col_1.tif,0
01_TUMOR/6040_CRC-Prim-HE-05_017.tif_Row_1_Col_151.tif,0
01_TUMOR/5B8C_CRC-Prim-HE-07.tif_Row_151_Col_901.tif,0
01_TUMOR/529_CRC-Prim-HE-08_007.tif_Row_901_Col_1.tif,0
01_TUMOR/8B8E_CRC-Prim-HE-09_024.tif_Row_1051_Col_1.tif,0
01_TUMOR/14CEB_CRC-Prim-HE-01_015.tif_Row_1_Col_301.tif,0
01_TUMOR/7453_CRC-Prim-HE-08_016.tif_Row_1_Col_451.tif,0
01_TUMOR/6E25_CRC-Prim-HE-10_029.tif_Row_1_Col_151.tif,0
01_TUMOR/16B00_CRC-Prim-HE-05_008.tif_Row_1_Col_451.tif,0
01_TUMOR/101A0_CRC-Prim-HE-03_034.tif_Row_151_Col_1.tif,0
01_TUMOR/11EEF_CRC-Prim-HE-08_001.tif_Row_151_Col_451.tif,0
01_TUMOR/73D0_CRC-Prim-HE-09_022.tif_Row_151_Col_301.tif,0
01_TUMOR/13600_CRC-Prim-HE-06_025.tif_Row_301_Col_1.tif,0
01_TUMOR/8BB9_CRC-Prim-HE-08_001.tif_Row_151_Col_601.tif,0
01_TUMOR/1125_CRC-Prim-HE-09_024.tif_Row_301_Col_151.tif,0
01_TUMOR/7982_CRC-Prim-HE-05_013.tif_Row_151_Col_1.tif,0
01_TUMOR/161D3_CRC-Prim-HE-01_002.tif_Row_1_Col_1.tif,0
01_TUMOR/389F_CRC-Prim-HE-07.tif_Row_1_Col_1.tif,0
01_TUMOR/6003_CRC-Prim-HE-06_008.tif_Row_151_Col_1.tif,0
01_TUMOR/1055E_CRC-Prim-HE-01_027.tif_Row_151_Col_301.tif,0
01_TUMOR/5455_CRC-Prim-HE-02_024.tif_Row_301_Col_151.tif,0
01_TUMOR/13AC0_CRC-Prim-HE-02_026.tif_Row_151_Col_151.tif,0
01_TUMOR/7D33_CRC-Prim-HE-10_006.tif_Row_151_Col_1.tif,0
01_TUMOR/1710F_CRC-Prim-HE-08_003.tif_Row_1_Col_1.tif,0
01_TUMOR/2816_CRC-Prim-HE-10_001.tif_Row_301_Col_1.tif,0
01_TUMOR/4DD5_CRC-Prim-HE-04_008.tif_Row_1_Col_151.tif,0
01_TUMOR/3001_CRC-Prim-HE-07_025.tif_Row_601_Col_151.tif,0
01_TUMOR/30ED_CRC-Prim-HE-07_022.tif_Row_1051_Col_151.tif,0
01_TUMOR/163B9_CRC-Prim-HE-06_016.tif_Row_1_Col_1.tif,0
01_TUMOR/1203A_CRC-Prim-HE-02_013.tif_Row_151_Col_1.tif,0
01_TUMOR/159A9_CRC-Prim-HE-07_022.tif_Row_901_Col_151.tif,0
01_TUMOR/10264_CRC-Prim-HE-07_025.tif_Row_1801_Col_1.tif,0
01_TUMOR/6356_CRC-Prim-HE-09_022.tif_Row_1_Col_301.tif,0
01_TUMOR/3D6A_CRC-Prim-HE-09_025.tif_Row_451_Col_1.tif,0
01_TUMOR/11A69_CRC-Prim-HE-04_034.tif_Row_1_Col_901.tif,0
01_TUMOR/17497_CRC-Prim-HE-08_010.tif_Row_301_Col_151.tif,0
01_TUMOR/7BDE_CRC-Prim-HE-02_004b.tif_Row_1_Col_1.tif,0
01_TUMOR/9AD8_CRC-Prim-HE-07.tif_Row_301_Col_451.tif,0
01_TUMOR/4051_CRC-Prim-HE-07_022.tif_Row_451_Col_151.tif,0
01_TUMOR/5F20_CRC-Prim-HE-03_009.tif_Row_1_Col_1.tif,0
01_TUMOR/127FE_CRC-Prim-HE-01_042.tif_Row_1_Col_1.tif,0
01_TUMOR/63F6_CRC-Prim-HE-06_018.tif_Row_301_Col_151.tif,0
01_TUMOR/58BE_CRC-Prim-HE-07_025.tif_Row_751_Col_1.tif,0
01_TUMOR/14689_CRC-Prim-HE-02_004.tif_Row_1_Col_301.tif,0
01_TUMOR/3BE6_CRC-Prim-HE-07_025.tif_Row_751_Col_451.tif,0
01_TUMOR/6F02_CRC-Prim-HE-06_018.tif_Row_1_Col_301.tif,0
01_TUMOR/16061_CRC-Prim-HE-07_023.tif_Row_601_Col_151.tif,0
01_TUMOR/8214_CRC-Prim-HE-05_006.tif_Row_451_Col_1.tif,0
01_TUMOR/8F29_CRC-Prim-HE-02_007b.tif_Row_1_Col_151.tif,0
01_TUMOR/2D96_CRC-Prim-HE-04_032.tif_Row_601_Col_151.tif,0
01_TUMOR/6354_CRC-Prim-HE-03_005.tif_Row_1_Col_1.tif,0
01_TUMOR/10062_CRC-Prim-HE-02_003b.tif_Row_1_Col_301.tif,0
01_TUMOR/5B57_CRC-Prim-HE-08_010.tif_Row_151_Col_151.tif,0
01_TUMOR/1851D_CRC-Prim-HE-05_016.tif_Row_1_Col_1.tif,0
01_TUMOR/17670_CRC-Prim-HE-08_007.tif_Row_1_Col_301.tif,0
01_TUMOR/154F0_CRC-Prim-HE-09_024.tif_Row_151_Col_151.tif,0
01_TUMOR/182E0_CRC-Prim-HE-07_022.tif_Row_1_Col_301.tif,0
01_TUMOR/12768_CRC-Prim-HE-06_016.tif_Row_1_Col_151.tif,0
01_TUMOR/1A11_CRC-Prim-HE-07_022.tif_Row_601_Col_151.tif,0
01_TUMOR/4782_CRC-Prim-HE-09_009.tif_Row_151_Col_151.tif,0
01_TUMOR/9EA7_CRC-Prim-HE-05_006.tif_Row_301_Col_1.tif,0
01_TUMOR/1598B_CRC-Prim-HE-09_024.tif_Row_751_Col_151.tif,0
01_TUMOR/315D_CRC-Prim-HE-02_025.tif_Row_151_Col_1.tif,0
01_TUMOR/1376_CRC-Prim-HE-06_016.tif_Row_151_Col_601.tif,0
01_TUMOR/8965_CRC-Prim-HE-09_009.tif_Row_1_Col_151.tif,0
01_TUMOR/A8D0_CRC-Prim-HE-10_002c.tif_Row_1_Col_451.tif,0
01_TUMOR/11C22_CRC-Prim-HE-07.tif_Row_451_Col_1.tif,0
01_TUMOR/1852C_CRC-Prim-HE-03_028.tif_Row_301_Col_151.tif,0
01_TUMOR/103F_CRC-Prim-HE-02_025.tif_Row_1_Col_301.tif,0
01_TUMOR/18355_CRC-Prim-HE-07_022.tif_Row_901_Col_1.tif,0
01_TUMOR/7342_CRC-Prim-HE-05_006.tif_Row_1_Col_151.tif,0
01_TUMOR/126E8_CRC-Prim-HE-07.tif_Row_601_Col_751.tif,0
01_TUMOR/4203_CRC-Prim-HE-09_025.tif_Row_1_Col_1.tif,0
01_TUMOR/6497_CRC-Prim-HE-02_034.tif_Row_1_Col_1.tif,0
01_TUMOR/1DAA_CRC-Prim-HE-05_026.tif_Row_151_Col_1.tif,0
01_TUMOR/17F3A_CRC-Prim-HE-10_021.tif_Row_301_Col_1.tif,0
01_TUMOR/338D_CRC-Prim-HE-09_011.tif_Row_1_Col_1.tif,0
01_TUMOR/3527_CRC-Prim-HE-06_023.tif_Row_1_Col_1.tif,0
01_TUMOR/182AC_CRC-Prim-HE-04_014.tif_Row_1_Col_301.tif,0
01_TUMOR/7C62_CRC-Prim-HE-02_026.tif_Row_1_Col_151.tif,0
01_TUMOR/17E49_CRC-Prim-HE-02_003.tif_Row_151_Col_1.tif,0
01_TUMOR/136EB_CRC-Prim-HE-07_025.tif_Row_1_Col_451.tif,0
01_TUMOR/15143_CRC-Prim-HE-02_003b.tif_Row_151_Col_151.tif,0
01_TUMOR/9B8B_CRC-Prim-HE-08_001.tif_Row_1_Col_151.tif,0
01_TUMOR/99E7_CRC-Prim-HE-06_023.tif_Row_1_Col_301.tif,0
01_TUMOR/129DD_CRC-Prim-HE-09_011.tif_Row_151_Col_1.tif,0
01_TUMOR/13950_CRC-Prim-HE-05_005.tif_Row_451_Col_1.tif,0
01_TUMOR/875_CRC-Prim-HE-03_028.tif_Row_301_Col_1.tif,0
01_TUMOR/17362_CRC-Prim-HE-03_009.tif_Row_451_Col_151.tif,0
01_TUMOR/5047_CRC-Prim-HE-07_025.tif_Row_1651_Col_451.tif,0
01_TUMOR/4F4D_CRC-Prim-HE-07_025.tif_Row_901_Col_301.tif,0
01_TUMOR/10104_CRC-Prim-HE-10_021.tif_Row_451_Col_1.tif,0
01_TUMOR/3EF8_CRC-Prim-HE-08_010.tif_Row_301_Col_1.tif,0
01_TUMOR/7BC9_CRC-Prim-HE-09_025.tif_Row_451_Col_151.tif,0
01_TUMOR/1498A_CRC-Prim-HE-02_007.tif_Row_151_Col_451.tif,0
01_TUMOR/21BB_CRC-Prim-HE-08_003.tif_Row_151_Col_1.tif,0
01_TUMOR/3BFF_CRC-Prim-HE-04_029.tif_Row_151_Col_301.tif,0
